,식단이름,만개의레시피이름,재료,만드는순서,만드는이미지
793,삼치찌개,삼치찌개,[재료] 삼치 1마리(130g 포장 2팩) 무 180g 애호박 30g 대파 1대 청량고추 1개 물 3.5컵 육수다시팩 1개 소금 약간 [양념] 고춧가루 2T 다진 마늘 1T 청주 1T 국간장 1T,"['분량의 재료를 모두 섞어서 양념장을 만들었어요.', '무를 조금 굵직하고 큼직하게 썰고, 대파는 어슷썰고, 애호박은 도톰하게 반달썰기 하고, 청량고추는 어슷썰어 준비했어요.', '냄비에 무와 물, 해물 다시팩을 넣어 육수를 먼저 만들었어요.', '삼치는 조리하기 편리하게 4등분 했어요.', '10분 정도 끓여준 다음 해물다시팩을 건져내주세요.', '토막낸 삼치를 모두 넣어 주세요.', '양념장을 넣고 덩어리지지 않게 잘 풀어주세요.', '삼치가 반쯤 익으면 애호박을 넣어 주세요.', '대파와 청량고추를 넣어 한번 휘리릭 끓여 주세요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/7f6e102dac9d2fb9d992a76bd7d2f8a01.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/1078de2f359c578b5a2191fc9040f67f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/31a01b95955f48724810c52d60dae1161.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/ce34f44e78ce3a34f63be3cfc378ee901.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/43bb3fd7fe953dfc6ff2da4f39d21d3d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/02ab1616cd115dc024b78df4dc7cab491.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/a0e8d533db15437f2ae18f06ff5e598c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/f9ae975e277d147dbf234787a00fa60f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/59b045a55c2cbb1a1812ad7aaa421d661.jpg']"
794,쇠고기국,매운 쇠고기국,[재료] 소고기(국거리) 300g 양파 1개 새송이버섯 1개 대파 1대 [양념] 청주 1~2큰술 참기름 1큰술 멸치다시물 3~4컵 고춧가루 1큰술 국간장 1큰술 다진마늘 2작은술,"['냄비에 참기름을 두른 다음 달궈지면 쇠고기를 볶아주세요. 청주를 약간 넣어주면 누린내를 잡아줍니다.', '쇠고기가 반정도 익으면 고춧가루와 다진마늘을 넣고 함께 볶아주세요.', '멸치다시물을 3컵정도 넣고 끓여주세요.', '양파와 새송이버섯을 넣고 10분정도 더 끓여주세요.', '쇠고기가 다 익으면 대파를 넣고 국간장으로 간을 해서 마무리하세요. 국물이 부족하면 멸치다시국물로 보충하세요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/518b3fa0968ac1ede80f2ef8528444911.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/1f02ae63a422a2a7a128f4c69caad8071.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/0e518b8f924cb215c466382c047541811.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/d4cd36d97403c3a8a85d72f99e9fd3301.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/11eb23a8c9e6c59f6e7e20776d54bcd11.jpg']"
795,근대된장국,근대된장국,[재료] 근대 700g 된장 4수저 두부 1모 참치액 2수저 [멸치육수] 국물멸치 2줌 대파 2뿌리 양파 1개 다시마 2장,"['근대 2팩이 700g정도 되네요.\n생각보다 양이 많아요.', '근대는 씻어서 잘게 썰어 줍니다.\n저는 아이들 국이라서 근대를 조금 잘게 썰어 주었어요.', '두부도 적당한 크기로 썰어 줍니다.', '분량의 국물재료에 물 5리터를 붓고 끓여 줍니다.\n멸치육수는 뚜껑열고 15분이면 충분해요.\n너무 오래 끓이면 육수가 탁해져요.', '멸치육수 건더기는 건져 내고\n국물에 된장을 넉넉히 풀어 주고\n근대를 넣고 끓여 줍니다.\n근대가 연해서 금방 무르더라구요.', '근대가 거의 다 익으면 두부를 넣고 한소끔 끓여 주시면 되요.\n참치약 2수저 넣어 주고,\n부족한 간은 된장이나 국간장으로 하시면 됩니다.\n저는 추가 간은 하지 안았어요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/16f9078c51ea0143dc0bd1e5a18433421.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/489a2eef58e8bfe38320eca08e1af5bb1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/8a7d01c9dbe7158848379723f1e73aa61.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/621065fd1968f5086f37d35f8e87b04d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/fd9496bbcd3e32aa20c7cb31b24772ec1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/8d3f1226479b7ef75938968fb66038161.jpg']"
796,갈치구이,갈치구이 비린내 안나게 만드는법,[재료] 갈치 2토막 소금 약간 밀가루 1큰술 포도씨유 약간,"['손질이 된 갈치를 준비합니다.', '갈치의 비린내는 내장과 비늘에서 난다고 해요. 갈치 내장과 지느러미는 제거하고 비늘을 칼등으로 긁어서 제거 한 뒤 깨끗하게 씻어줍니다.', '비늘이 제거된 갈치는 소금 약간을 뿌려 잠시 둡니다.', '물기를 키친타올로 제거 한 뒤 밀가루를 앞뒤로 잘 묻혀주세요.', '달군 후라이팬에 포도씨유를 두르고 준비한 갈치를 넣고 중약불에서 구워줍니다.', '처음엔 센불에서 익히다가 중약불로 옮겨 노릇노릇하게 구워주세요. 팬은 신문지나 키친타올을 덮어주세요. 한면이 노릇하게 익으면 뒤집어 다른면도 노릇하게 익혀주세요.', '노릇노릇 잘 익은 갈치구이에요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/00076ad2057ce34e75be93b041b30e0b1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/a7ab8d5994f9dce5e2ea9856feb367c01.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/745a46840e9f15c12c770cfb297e0cff1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/76d3424043406852d2572789daa267511.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/cdad4e6176f6e6a158b242c4a56c301f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/088be7fc9f837d2cdb0ca9d135cc1ceb1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/f9a5c2dbec9a24d4c2a11294bc499e411.jpg']"
797,고등어구이,고등어구이,[재료] 고등어 1마리 [양념] 찹쌀가루 1T 소금 1/2T 후추 1t 월계수잎 2장,"['고등어는 쌀뜨물에 담갔다가 물기 없애주고 찹쌀가루를 솔솔 뿌려요', '그 위에 소금 후추를 골고루 뿌려주세요', '기름을 데우고 월계수잎을 넣어요', '굽굽', '요리조리 굽굽', '완성~\n올리기 전에 가스렌스로 살짝 겉을 직화 했습니다!! ㅎㅎ 인덕션이시면 토치를 사용하셔도 좋을 것 같아요~']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/09/30/b1e64a810eed77ed20e41b4f5f4a7e411.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/30/548218ba34bd25e897770bc8f34922af1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/30/d19ee36e716bc8ed92959cddba95bd391.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/30/823bdaa69e1e0370dd90d9f02039e6ab1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/30/aed7ce894a6b757af4a53d277f497f361.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/30/24a79af13b452a7308ef6cda9cdf3d611.jpg']"
798,주먹밥,버터간장밥을 응용한 삼각김밥 및 주먹밥 만드는 황금레시피,[재료] 밥 1.5공기 계란 1개 단무지 4개(반달모양) 김자반 5숟가락 [양념] 참기름 2숟가락 쯔유 0.5숟가락,"['밥, 버터, 스크램블, 김자반, 쯔유, 참기름에 밥 비벼 먹고 맛있어서..\n삼각김밥을 만들어서 아침에도 먹을 수 있게 만들게 되었어요~', '팬에 계란을 스크램블 해줍니다. 취향에 따라 소금을 조금 가미하세요.\n(느린바다 다시마 소금 사용했어요.)', '단무지는 잘게 다져주세요.\n(저는 찬물에 조금 담궈 두었다가 다졌어요.)\n(김치볶은걸로 변경 가능)', '양념장을 준비 합니다.\n(참기름, 쯔유 또는 간장)', '김자반을 준비합니다. (김을 부셔서 넣으셔도 됩니다.)', '볼에 밥, 스크램블, 단무지, 참기름 쯔유(간장가능)을 넣어주세요.', '김자반을 넣고 골고루 섞어줍니다', '깨를 넣어주세요.\n(저는 몸에 흡수가 많이 되도록 빻아주었어요.)\n(위에 한꺼번에 넣은 후에 섞어도 됩니다.)', '삼각김밥 틀에 밥을 넣어 준 후에\n(삼각김밥 틀은 예전에 삼각김밥김 구매하면서 받은거에요.)', '꾹 꾹 눌러줍니다.', '랩이 없어서 호일위에 올려 포장합니다.', '일반 적인 모습은 사진처럼입니다.\n단무지의 식감이 느끼함을 잡아주고,\n김자반이 고소함을 더해줍니다.', '식어도 딱딱하거나 밍밍하지 않아요~', '요렇게 포장해 두었다가 바로 먹으면 됩니다.\n김자반이 들어 있어서 따로 삼각김밥용 김을 두르지 않았어요.', '주먹으로 한입 크기에 맞에 만들어 드셔도 됩니다.']","['http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/67895fa5e5547ad1876cb40a906897531.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/f354e5f92592c7170bbcc4cb73faaa571.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/ddf25d3c5f1d37ab6cb2db9a2a7187d11.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/629a4bab0989470229bf4489a8e4cc411.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/b8cd991ee1de60651c900df292711d671.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/308a47d517206e305457d499b7b68b7d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/4d43fd2887b2aaea87cf809d899e5c071.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/3bd62100458d8a4d48c9714e44c94d821.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/83d7b6d94bf0c267fd36a17dbce50e3a1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/128f8cf956871ca218821ec11b95723c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/6c55c2d0762e3f1d5889c26007d8afe31.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/e7cac13a756b4abaa628cb1546cc69201.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/d67218600f35a88eab1b8d68525155a51.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/465d457aa20aaf80f4fdecabf7b65f111.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/03/19/27afa3d3584fc6ba29a35039a169cb001.jpg']"
799,콩튀김,동글동글 꼬소한 병아리콩 튀김 팔라펠,[재료] 병아리 콩 300g 소금 1작은술 샐러리 1토막 양파 1/4개 후추 1/2작은술 카레가루 1큰술 마늘 1작은술 튀김용기름 2컵 디핑소스용 요거트 1/2컵,"['병아리콩은 찬물을 부어 4cm 이상 콩이 잠기도록 하여 10시간 이상 불려준다.', '불은 병아리콩을 체에 받쳐 물기를 제거하고 믹서기에 소금, 샐러리, 양파, 후추, 카레가루, 마늘을 넣고 갈아준다.\n입자는 아주 곱게해도 되고 덩어리가 씹히게 해도 아주 맛있어요. 제가 가진 믹서기가 기능이 좋지 않아서 콩만 먼저 넣고 갈았는데 큰 푸드프로세서 있으시면 다 함께 넣고 갈아주시면 됩니다', '동글동글 한 입 크기로 빚어준다.', '기름에 노릇하게 튀겨준다.', '키친타올에 올려 기름기를 빼준 뒤 접시에 담는다. 기호에 따라 디핑소스를 찍어 먹는다.\n요거트나 참깨드레싱 같은 드레싱 종류들도 좋아요. 샐러드에 곁들여도 참 맛있습니다.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/08/14/bab580b62962848091490d2d2acc08bf1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/08/14/71ccf8bdb660900b6cc72214b05291531.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/08/14/d95f68235807e1b297f217d0c8038fd11.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/08/14/4ba4cc6ef345fce768741efc67e549ba1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/08/14/1fbc2dce6f33db6e6614544783b3abfb1.png']"
800,된장국 단배추,구수하고 시원한 단배추 조개 된장국,[재료] 삶은 단배추 200g 개조개 2개 건표고버섯 4개 멸치육수 5컵 [국물 양념] 된장 1.5스푼 고추장 0.5스푼 맛술 1스푼 다진마늘 0.5스푼 새우가루 1스푼 들기름 2스푼 소금 약간,"['재료를 준비해 주세요~', '미리 삶아 얼려 둔 단배추 꺼내 해동시킨 후 먹기 좋은 크기로 듬성 듬성 썰어 주었어요~', '개조개는 잘게 다져 주세요~\n개조개는 큰 조개를 말해요~', '건표고버섯은 물에 불려 채 썰어 두고\n청양고추는 송 송 동글하게 썰어 주세요~', '들기름 두르고 조개 넣어 달달 볶아 준 다음\n멸치육수를 넣어 주세요~\n멸치육수 없으면 그냥 물이나 쌀뜨물로 끓여 주면 좋아요~', '된장과 고추장 넣어 풀어 주고\n단배추와 표고버섯 넣어 보글 보글 끓여 주세요~', '다진마늘과 , 맛술, 새우가루 넣어 주고\n모자란 간은 소금을 넣어 맞춰 주세요~', '10여분 정도만 끓여 주세요~', '마지막에 청양고추 넣어 마무리 하면 단배추 된장국이 완성되요~']","['http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/628be421111840fa793da40338f921501.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/ac3752c56817e758526fbb0708d26d541.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/950534431fb0c8f6e35ebba9f1fbc5191.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/2c0db25a678d92dbd0f97fee023a960e1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/adc8a0a656c51ae7ec3e5a794f5bdc911.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/48b9a3067320abf958339f9b8459977b1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/3d824554b64c0500df58696788ae76851.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/f6ea40f8db7957c41f30602ab90560961.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/05/944b37b34d41460dd1188e6aa38cf5b41.jpg']"
801,두부찌개 고추장,#고추장 소세지 두부 찌개#,[재료] 소세지 양파 두부 파 마늘 소금 후추 고추장 고추가루 된장,"['소세지 두부 양파 파 마늘고추장 고추가루 된장 식용유를 준비합니다', '1의재료를 썰어 줍니다', '식용유에 파를 넣고 볶습니다', '고추장 고추가루 마늘을넣고 볶다가 물을넣고 한소큼\n끓 입니다', '4에 된장 1수저를넣고 끓입니다 고추장 찌개에 된장을 넣으면 맛이 덮덮하지안고 좋습니다', '4에 2의재료를 넣고 끓입니다', '맛있게 익은 고추장 찌게가 완성됐습니다']","['http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/c015df109248a2b5a2e2b1425f32d1401.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/aa7b954fbcfc16c36b055b9b1915c8631.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/121783b77d99a185faa57621c728077f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/4c549a3db50aacb054683cfa27ebe9381.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/59fdfffa08c4ae6859a955393d9e729f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/8bb24a68162e2425f8428b432931b64f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/05/25/2d953544e93420f027d87d73639255a01.jpg']"
802,양배추오이샐러드,면없는 가지 파스타와 야채국수 들기름소스 샐러드,[재료파스타면 없는 가지파스타] 가지 1개 시판용 미트소스 5큰술 올리브오일 2수저 파마산치즈가루 파슬리가루 [야채국수샐러드 ] 오이 1개 당근 1/2개 양배추 1/8조각 방울토마토 닭가슴살 아몬드 호두 [들기름 소스] 들기름 2수저 간장 2수저 설탕 1/2수저 식초 1수저,"['면없는 가지 파스타와 야채국수 들기름소스 샐러드는 #초간단레시피 라 누구나 쉽게 만들수있어요.', '가지는 깨끗이 씻어 옥소 핸드 스파이럴라이저로 스파게티면처럼 뽑아주었어요.', '야채를 돌돌돌 돌리이기만 하면 가지면이 나와요!', '중불로 달군 팬에 올리브 오일을 넣고~', '가지로 만든 면을 넣어 살짝 볶아주세요.', '시판용 미트소스 5큰술을 넣어1분간 볶아주면 완성~\n소스만 바꾸면 또 다른 파스타가 만들어지겠죠^^', '파마산 치즈가루와 파슬리가루 톡톡 뿌려주니 가지 파스타 너무 매력적인 맛이예요.\n가지 반찬 잘 안먹던 아이들도\n파스타인줄 알고 잘먹더라구요.\n다이어트할떄 탄수화물을 줄이고 싶은데 파스타 먹고싶을때 딱 괜찮은 대체메뉴로 추천할만해요!', '오이와', '당근을 면처럼 뽑아주세요!', '양배추는 라지 Y 필러로 얇게 채썰어 주었어요.', '양배추를 깔고 오이와 당근 면을 올리고 닭가슴살 블랙페퍼를 전자레인지에 돌려 올려주었어요.\n아몬드와 호두, 방울토마토까지 올려주니\n근사한 샐러드 완성!', '들기름을 좋아해서 들기름으로\n#들기름소스 를 만들었어요.\n들기름2수저, 간장 2수저, 설탕 1/2수저, 식초1수저를 넣어 만들어요.\n초간단이지만 들기름향이 고소한\n열량높지않은 초간단 소스예요.', '들기름 소스 뿌려 슥슥 비벼 먹어요.\n긴 야채면이 국수같으면서\n야채의 아삭함과 상큼함이 느껴져요.\n면처럼 먹으니 포만감도 더 생기는것같아요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/0708c6e79cfb9215b71481ecbb30772f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/94501702113f1f08fd9e1174778946d21.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/6f88398607977f409213b1f8b5bda4721.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/a05bfe0725de50570bf69da0d85ac17b1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/138a32e5026bf7fa20ca3a3b6fe4ce811.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/ccf7daac15c9591aefb705bac7206d341.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/47ff65d057550ba40561067372d5a04f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/82f61ab6d1944c3b0a85328a1b6830081.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/fb94e0b1d28456d03549d56ae28899ac1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/578e0eb58f168c35ad6f624a41286dcf1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/18bfd3cbc13b66142dc23612b43e05de1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/6d0b3ad0b554d922af677b1b755c47d31.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/01/e74e646ec0fed8ff04b03d3652efb4e61.jpg']"
803,비지찌개 콩,2tv 저녁 생생정보 (생생정보통) 콩 비지찌개,[재료] 콩비지(시판용) 1팩 김치 국물 100CC 청양고추(다진거) 1/2큰술 참깨(간거) 1큰술 새우젓 1/2큰술 신 김치 300g 간 돼지고기(뒷 다리살) 200g 참기름 3큰술 설탕 1/3큰술,"['콩비지 1팩을 그릇에 짜 줍니다.', '간 참깨 1큰 술을 넣어 줍니다. 물 1컵을 넣고 저어줍니다.', '뚝배기를 준비해 줍니다. 먼저 센 불에서 시작합니다.', '뚝배기에 간 돼지고기 200g을 넣어 줍니다.', '신김치 1/8포기(300g)를 잘게 썰어 넣어주고, 김치 국물 반 컵(100CC)를 넣고 3분간 볶아 줍니다. 김치 국물 반 컵(100CC)를 넣고 3분간 볶아 줍니다.', '콩비지 1팩을 넣고, 참기름 3큰 술을 넣고 6분간 저어가면서 끓여줍니다.', '물 1컵(200cc), 다진 청양고추 1/2큰 술,', '새우젓 1/2큰 술을 넣고 다시 한 번 3분 간 저어주며 끓어줍니다.', '설탕 1/3큰 술을 넣어 감칠맛을 살려 줍니다. 마지막으로 기호에 따라 파와 고추가루를 넣어 줍니다.', '맛있는 콩비지찌게 완성!']","['http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/44bf563ac8e85a2605c7f0de2b51888c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/753c4ed8fee715d30b6150f02d03fab41.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/101ca3c53b1343e3bc7862d692de3cb21.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/94d6cadb853ec8ba7d74e67a5489ae1c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/29e9eb26f0e1dbc253e70f4655189d711.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/9a224116adbaf731e80249814ab209e81.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/e69e434a4f9311e48fe2726c291b1ed81.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/a9632de66c91c4ae54bf3fb71c4022c11.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/175c10c807046f99058bf8fd1ab385481.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/ba12f366895839d5ce4341b3d090a3771.jpg']"
